ReviewerID,Negative,Neutral,Positive,Helpfulness,Burst,Count,Label
A1ZGC6MYXPOZ8W,0.2,0.0,0.8,2.5,0.666666666667,5,TRUTHFUL
AEOVPJB0XA5SR,0.0,0.0,1.0,2.0,1.0,6,TRUTHFUL
A1YTXJE0ZS0IK7,0.0,0.0,1.0,1.0,0.25,5,TRUTHFUL
A2M7PPYXV7AKD,0.0,0.166666666667,0.833333333333,1.0,0.0,6,TRUTHFUL
A2UQ4NWDX9SEKN,0.0,0.0,1.0,1.0,0.25,5,TRUTHFUL
A3GBQT0YXGTO19,0.166666666667,0.0,0.833333333333,2.5,2.0,6,TRUTHFUL
A2G7UFRVTP42NT,0.1,0.0,0.9,1.0,0.666666666667,10,TRUTHFUL
A1GYFT0ZVFTVLA,0.0,0.142857142857,0.857142857143,2.51428571429,2.5,7,TRUTHFUL
A3GVT7P8X59NEI,0.0,0.375,0.625,2.91666666667,1.66666666667,8,TRUTHFUL
A3EM31LIUHKW7K,0.0,0.0,1.0,1.0,0.0,7,TRUTHFUL
ANKA47W3F9QGS,0.666666666667,0.0,0.333333333333,0.0,2.0,6,FAKE
A3300J9FGXCED4,0.2,0.0,0.8,0,0.666666666667,5,TRUTHFUL
A2CR91A3VQNX2K,0.0,0.0,1.0,3.66666666667,0.8,9,TRUTHFUL
A3B9AKWNSKHFLW,0.0,0.0,1.0,1.0,0.666666666667,5,TRUTHFUL
A1NO8K8J9OVOG6,0.0,0.0555555555556,0.944444444444,0,1.57142857143,18,TRUTHFUL
A2S2MEW5C77BFQ,0.125,0.125,0.75,1.5,1.0,8,TRUTHFUL
A1Q35CV540SZCP,0.0,0.333333333333,0.666666666667,4.0,0.5,9,TRUTHFUL
A22BY9G33KMTO7,0.0,0.2,0.8,0,0.666666666667,5,TRUTHFUL
A3UEDGHRM7MISK,0.166666666667,0.0833333333333,0.75,3.88888888889,0.0,12,TRUTHFUL
AKPGKBE7RUAGL,0.2,0.2,0.6,2.0,0.666666666667,5,TRUTHFUL
A1OTCWHNYYZM63,0.2,0.0,0.8,1.0,1.5,5,TRUTHFUL
A19GERQ20U6QAF,0.0,0.0,1.0,0,0.0,5,TRUTHFUL
A2QRIRIRRI19QI,0.142857142857,0.0,0.857142857143,2.0,0.4,7,TRUTHFUL
AE88YOLLFI9Z2,0.166666666667,0.0,0.833333333333,4.94736842105,0.2,6,TRUTHFUL
A3L6ZW38MFTAU7,0.0,0.0,1.0,0,1.0,6,TRUTHFUL
A3OTW643LEJTA8,0.0,0.0,1.0,0.5,0.2,6,TRUTHFUL
A10IEX983L1GXT,0.0,0.0,1.0,2.5,0.25,15,TRUTHFUL
A2PIJC7KU9D1F0,0.0,0.2,0.8,1.0,0.25,5,TRUTHFUL
A4RL6XMNONZ6U,0.0869565217391,0.130434782609,0.782608695652,2.0,0.15,23,TRUTHFUL
AZV0CPEYS0CJJ,0.0,0.6,0.4,1.33333333333,1.5,5,FAKE
A3HBWD8HMGCT07,0.0,0.2,0.8,3.75,0.25,5,TRUTHFUL
A1YDYO0BWA0VCQ,0.0,0.0,1.0,3.0,1.5,5,TRUTHFUL
A793QSG39MDON,0.2,0.4,0.4,0,1.5,5,TRUTHFUL
ANNCOBJ3Q96JI,0.0,0.5,0.5,0,5.0,6,FAKE
A5TEYM6Z34B4G,0.0,0.2,0.8,1.0,1.5,5,TRUTHFUL
A328YEKWQI20X0,0.333333333333,0.111111111111,0.555555555556,4.25,1.25,9,TRUTHFUL
AQWQE9PELVD9V,0.0,0.0,1.0,0,0.666666666667,5,TRUTHFUL
A15PUBCS4N4G60,0.0,0.157894736842,0.842105263158,4.56666666667,0.1875,19,TRUTHFUL
A2R9HFIR5ZONCH,0.0,0.0,1.0,0,4.0,5,FAKE
A5VATI6OZBIJ8,0.0833333333333,0.0833333333333,0.833333333333,3.8,0.333333333333,12,TRUTHFUL
A3L39S3D0BR24E,0.0,0.166666666667,0.833333333333,2.25,1.0,6,TRUTHFUL
A1U6MOI5141KQU,0.0,0.2,0.8,1.0,0.0,5,TRUTHFUL
AXZ02MJA2CHWF,0.0,0.0,1.0,1.4,1.33333333333,7,TRUTHFUL
A2PGJ92MD30J9B,0.0,0.285714285714,0.714285714286,0.666666666667,0.75,7,TRUTHFUL
A16FIW3O9N1PM5,0.111111111111,0.0,0.888888888889,1.8244047619,0.5,9,TRUTHFUL
AIUZT213W0WDE,0.2,0.1,0.7,2.91666666667,0.428571428571,10,TRUTHFUL
A2E9R4QLW9WCAY,0.0,0.0,1.0,1.53333333333,1.0,6,TRUTHFUL
A244A3CSRQI7AS,0.0,0.2,0.8,0.5,0.25,5,TRUTHFUL
A292OINNGB30LI,0.0,0.166666666667,0.833333333333,0.5,0.5,6,TRUTHFUL
A2MHPZUAMNIKU3,0.0,0.0,1.0,2.0,0.2,6,TRUTHFUL
A3SUV27YI5KXG1,0.333333333333,0.166666666667,0.5,3.3,0.0,6,TRUTHFUL
A1CR83IDDGN2QY,0.0,0.4,0.6,0,0.25,5,TRUTHFUL
A249G4SVEWV9UX,0.111111111111,0.166666666667,0.722222222222,3.9375,0.5,18,TRUTHFUL
ABQWMANK4AR63,0.0,0.166666666667,0.833333333333,10.7620521893,0.0,18,TRUTHFUL
AJU1VBJ86KJBH,0.0,0.0,1.0,3.0,1.0,6,TRUTHFUL
A3REHP66QIF8LJ,0.0,0.0,1.0,0,2.0,12,TRUTHFUL
A3E35DE9690KJI,0.0,0.0,1.0,1.0,1.66666666667,8,TRUTHFUL
ARAC3GIGZZAMB,0.166666666667,0.0,0.833333333333,1.75,0.2,6,TRUTHFUL
A27ZCJ7S25W86P,0.0,0.0,1.0,1.5,0.428571428571,10,TRUTHFUL
A2QS1CWTI0905F,0.166666666667,0.0,0.833333333333,1.0,0.5,6,TRUTHFUL
A1WCAEPC8YEHFZ,0.0,0.0,1.0,0,2.0,6,TRUTHFUL
A14WZN46II38U6,0.0,0.166666666667,0.833333333333,2.0,2.0,6,TRUTHFUL
A24IM5LXPZIJW7,0.0,0.2,0.8,2.0,1.5,5,TRUTHFUL
A1C1U5ZXV3D96P,0.0,0.0,1.0,1.0,0.2,6,TRUTHFUL
A3JD87DUPU2I56,0.0,0.1,0.9,2.0,0.666666666667,10,TRUTHFUL
A2A8HHO3B5TVBS,0.0,0.0,1.0,0,1.5,5,TRUTHFUL
AH0EDDWD5F3UG,0.4,0.0,0.6,2.0,0.0,5,TRUTHFUL
A34GZPHWYPSY2T,0.0555555555556,0.0,0.944444444444,13.5964696223,0.0,18,VERY TRUTHFUL
A1R8747QA5DLE8,0.166666666667,0.166666666667,0.666666666667,1.0,0.5,6,TRUTHFUL
A9JFZ36PBLKTI,0.2,0.0,0.8,2.21428571429,0.666666666667,5,TRUTHFUL
A3EO7G359UHB4V,0.125,0.0,0.875,1.0,1.0,8,TRUTHFUL
A29LKQ6I9IWAAG,0.454545454545,0.181818181818,0.363636363636,1.5,2.66666666667,11,FAKE
A3BN5ZE419MH5A,0.2,0.0,0.8,1.5,0.25,5,TRUTHFUL
A17H9F7Y937A7H,0.0,0.0,1.0,0.5,0.0,6,TRUTHFUL
A1ZNDFLO7W1W3K,0.0,0.0,1.0,0,0.0,5,TRUTHFUL
A383SLICAX0CZ0,0.0769230769231,0.0,0.923076923077,2.0,2.25,13,TRUTHFUL
A2JVMYJQBXCL1M,0.0,0.25,0.75,3.73617021277,0.0,8,TRUTHFUL
ARF6NZ2PH6MCB,0.0,0.0555555555556,0.944444444444,2.5,0.285714285714,18,TRUTHFUL
A10Z7816MGV7AT,0.0,0.4,0.6,2.5,0.0,5,TRUTHFUL
A2I023X0E1ERXW,0.2,0.0,0.8,3.0,0.666666666667,5,TRUTHFUL
A1T5YNHB2RJO5Z,0.0,0.0,1.0,0.333333333333,4.0,5,FAKE
A1DQRQYIYBRQR9,0.0,0.4,0.6,1.0,0.666666666667,5,TRUTHFUL
A3QHF26GIUNQGT,0.0,0.0,1.0,1.66666666667,0.25,5,TRUTHFUL
A3V3AF49JPIGZY,0.0,0.0,1.0,0,4.0,5,FAKE
A1KWHKHZZLBBO0,0.125,0.125,0.75,2.66666666667,0.6,8,TRUTHFUL
AFTYSO0H0D871,0.0,0.0,1.0,0,0.25,5,TRUTHFUL
A27S7HU6EVXA37,0.0,0.166666666667,0.833333333333,0,0.2,6,TRUTHFUL
A13SAVYJLEH4D1,0.0,0.125,0.875,2.0,0.333333333333,8,TRUTHFUL
A2VVP22V1RIG53,0.333333333333,0.333333333333,0.333333333333,1.0,5.0,6,FAKE
A2VAT4YHWR46H4,0.0,0.0,1.0,3.5,0.25,5,TRUTHFUL
A1K53QGOP7B8JL,0.0454545454545,0.136363636364,0.818181818182,2.0,0.571428571429,22,TRUTHFUL
A3LAI5C0VV2FXB,0.0,0.0,1.0,0,0.5,6,TRUTHFUL
A2N2AEWEJE4U2U,0.0,0.0,1.0,3.75,0.0,5,TRUTHFUL
A3KSM3QHKAYZ31,0.0625,0.0,0.9375,3.0,1.28571428571,16,TRUTHFUL
A232MD10R25R47,0.0,0.0,1.0,0,0.0,5,TRUTHFUL
A6MP6MYCBZ8H8,0.0,0.0,1.0,1.0,0.2,6,TRUTHFUL
A3FET2DF3VKXYP,0.0,0.0,1.0,0,1.0,6,TRUTHFUL
A2C94UGQ3M60IN,0.333333333333,0.0,0.666666666667,2.34523809524,5.0,6,FAKE
AA237Q4V2IL87,0.0,0.166666666667,0.833333333333,3.16666666667,2.0,6,TRUTHFUL
A3EGLYLWHNG5VN,0.142857142857,0.0,0.857142857143,3.0,0.75,7,TRUTHFUL
A2AG40ZWT7W0IW,0.2,0.2,0.6,0.5,0.25,5,TRUTHFUL
A9PIOKWY4HC5B,0.3,0.1,0.6,0,1.5,10,TRUTHFUL
A1I49K8O4BHUJX,0.0,0.0,1.0,4.0,0.25,5,TRUTHFUL
A33ICTPODC5BMT,0.0,0.2,0.8,0,4.0,5,FAKE
AOG6XZJLGQWCV,0.0,0.2,0.8,0,0.25,5,TRUTHFUL
A3M2GOIB3HIXZD,0.0,0.0,1.0,2.0,1.0,8,TRUTHFUL
A3PABWGFF49SVC,0.0,0.166666666667,0.833333333333,3.5,1.0,6,TRUTHFUL
A3TSZZB23X3G07,0.0,0.0,1.0,1.0,4.0,5,FAKE
A9BD4T6D6BLMZ,0.333333333333,0.0833333333333,0.583333333333,2.0,0.714285714286,12,TRUTHFUL
A1FIE8XD3L7H74,0.4,0.0,0.6,1.0,1.5,5,TRUTHFUL
A2N0M22KALHV77,0.0,0.0,1.0,1.0,1.33333333333,7,TRUTHFUL
A2VDRL9BGQB4EJ,0.0,0.2,0.8,1.0,0.25,5,TRUTHFUL
AEU0RSHNAB4DC,0.0,0.125,0.875,3.0,0.142857142857,8,TRUTHFUL
AS0G6YTATJ3V9,0.2,0.2,0.6,0,1.5,5,TRUTHFUL
AJEJ7I1R1E19O,0.0,0.111111111111,0.888888888889,6.16666666667,2.0,9,TRUTHFUL
A2T9L1185W3KZR,0.2,0.0,0.8,1.0,0.0,5,TRUTHFUL
A2XPJ5FLVMFJAY,0.0,0.0,1.0,0,0.0,6,TRUTHFUL
A342KEB1UTLLXU,0.4,0.4,0.2,0.75,4.0,5,FAKE
A1NP96NM71BL48,0.0,0.4,0.6,1.5,0.666666666667,5,TRUTHFUL
A3URB6A0PJ99VK,0.5,0.166666666667,0.333333333333,0,1.0,6,TRUTHFUL
A2NW4O9BJLWDDY,0.111111111111,0.333333333333,0.555555555556,2.0,0.285714285714,9,TRUTHFUL
A8MJ1VPIH3KVV,0.0,0.0,1.0,1.0,0.0,5,TRUTHFUL
A2J8289OOT5DE4,0.0714285714286,0.0714285714286,0.857142857143,4.19230769231,0.0,14,TRUTHFUL
A3LHPDZCS8IJGY,0.166666666667,0.166666666667,0.666666666667,2.0,2.0,6,TRUTHFUL
A1YQ56RX1KP0C4,0.0,0.0,1.0,1.0,0.25,5,TRUTHFUL
A32UN1POEXSCP9,0.0,0.0,1.0,2.5,0.25,5,TRUTHFUL
A1IR9EK7Q3DFFF,0.0,0.0,1.0,2.0,1.5,5,TRUTHFUL
AQB2X730K1GVU,0.0,0.2,0.8,2.0,0.0,5,TRUTHFUL
AY62MSYT6Q9JF,0.4,0.0,0.6,0.75,0.25,5,TRUTHFUL
AHT1RH8VWUK19,0.2,0.2,0.6,0,0.25,5,TRUTHFUL
A1ZRNRX8N6OH0L,0.0,0.0,1.0,3.0,0.25,5,TRUTHFUL
AH7U25OW31RVX,0.0,0.0,1.0,2.0,1.5,5,TRUTHFUL
ATTADHJAYI5NZ,0.0,0.0,1.0,1.0,0.75,7,TRUTHFUL
A17REMN3KYVGTS,0.0,0.0,1.0,0,1.5,5,TRUTHFUL
A3IWQNLDUPZZ7R,0.0,0.0,1.0,1.0,0.5,6,TRUTHFUL
AZ5Y1B7N7HS5L,0.222222222222,0.222222222222,0.555555555556,0,0.125,9,TRUTHFUL
A3IP882OYAW746,0.133333333333,0.0,0.866666666667,5.33333333333,1.5,15,TRUTHFUL
A2Y9CVYYAY7302,0.0,0.0,1.0,0,2.5,7,FAKE
AWG8T2W3MVC6G,0.0,0.166666666667,0.833333333333,1.0,0.0,6,TRUTHFUL
A154IJ2MRT7TYY,0.2,0.0,0.8,2.0,0.0,5,TRUTHFUL
A1ZA5SXZS8Z3CK,0.0,0.0,1.0,0,0.0,6,TRUTHFUL
A10ERGWIRWBOHX,0.0,0.2,0.8,0,0.666666666667,5,TRUTHFUL
A2UNWFVHL0JWBH,0.0,0.2,0.8,0.9,0.0,5,TRUTHFUL
A11PCQ3W75UFHA,0.0,0.0,1.0,2.54166666667,0.5,6,TRUTHFUL
A2GWJMLFHHUIEK,0.0,0.375,0.625,1.3,0.333333333333,8,TRUTHFUL
AM5WFT4I7647A,0.0,0.0,1.0,1.0,1.5,5,TRUTHFUL
A3O04VV57UEDDE,0.0,0.2,0.8,2.0,0.25,5,TRUTHFUL
A1R6B3PMIZRLHC,0.0,0.0,1.0,2.0,0.666666666667,5,TRUTHFUL
A141A7NBD1DOCX,0.0,0.0,1.0,1.0,0.2,6,TRUTHFUL
AE92RHEGJJ491,0.0,0.142857142857,0.857142857143,3.0,6.0,7,FAKE
A1X5FUCZPG9N4J,0.0,0.0,1.0,0,1.5,5,TRUTHFUL
A2Y3M4FGVH6PON,0.428571428571,0.142857142857,0.428571428571,2.0,0.166666666667,7,TRUTHFUL
A22GHD1G3OQTED,0.0,0.0,1.0,2.21666666667,0.0833333333333,13,TRUTHFUL
A166OBV4TOO90I,0.333333333333,0.166666666667,0.5,3.75,0.2,6,TRUTHFUL
A1WYB8UFR7VJ4T,0.285714285714,0.0,0.714285714286,0,1.33333333333,7,TRUTHFUL
A6MBJNDVCWXRT,0.0,0.0,1.0,2.60714285714,0.2,6,TRUTHFUL
A1AJDWJLMXTO8C,0.0,0.0,1.0,0,2.0,6,TRUTHFUL
A26DW5HV5459PM,0.0,0.333333333333,0.666666666667,3.17142857143,0.0,6,TRUTHFUL
A23O8T3LNL9YY8,0.2,0.0,0.8,1.55,0.25,5,TRUTHFUL
A2Z0MBZKCCO6DU,0.0,0.285714285714,0.714285714286,0.666666666667,1.33333333333,7,TRUTHFUL
A3W18UYYL37FVH,0.0,0.25,0.75,1.0,1.0,8,TRUTHFUL
A3KVDW97EHIDEW,0.0,0.2,0.8,1.0,4.0,5,FAKE
A6R954R681F3E,0.0,0.0,1.0,0,1.66666666667,8,TRUTHFUL
A33N3CWEQO8U23,0.0,0.0,1.0,0,0.666666666667,5,TRUTHFUL
AF8K88Y2916YZ,0.0,0.0,1.0,3.5,0.571428571429,11,TRUTHFUL
A1JLBNDDAJB4OP,0.0,0.0,1.0,4.75,0.375,11,TRUTHFUL
A1IFJ9UNJQCA4B,0.142857142857,0.142857142857,0.714285714286,3.66666666667,0.166666666667,7,TRUTHFUL
A1DSWJ4Z13B4UL,0.0,0.0,1.0,0.666666666667,0.25,5,TRUTHFUL
A3JBF8HOQU6CDM,0.7,0.1,0.2,1.0,2.33333333333,10,FAKE
A254UA5CJZP0CR,0.142857142857,0.142857142857,0.714285714286,0.666666666667,0.75,7,TRUTHFUL
AW0QCBQ5FSJIT,0.0,0.25,0.75,4.0,0.333333333333,8,TRUTHFUL
AWR4Y7Q5LQRTD,0.0,0.25,0.75,3.0,0.6,8,TRUTHFUL
A3SDNUDDM21A5F,0.0,0.0,1.0,1.16666666667,0.25,5,TRUTHFUL
A1EU73CDBOWSJL,0.2,0.2,0.6,1.74285714286,0.0,5,TRUTHFUL
A2OGQ9G245CSMM,0.0,0.333333333333,0.666666666667,0,2.0,6,FAKE
A31WUY0P087M5O,0.2,0.2,0.6,1.16666666667,0.666666666667,5,TRUTHFUL
A4BI4P2KH3OYZ,0.0,0.0,1.0,1.0,0.666666666667,5,TRUTHFUL
AXPAIEE0732A9,0.0,0.2,0.8,1.5,0.25,5,TRUTHFUL
A1NR5TSJATUYKU,0.0,0.0,1.0,0,0.25,5,TRUTHFUL
A1TCD3JA870YCJ,0.166666666667,0.0833333333333,0.75,2.41666666667,0.714285714286,12,TRUTHFUL
ALXDCS16EP3ZR,0.0,0.0,1.0,2.0,0.0769230769231,14,TRUTHFUL
A2FF32P2UNNBY3,0.333333333333,0.166666666667,0.5,1.0,0.0,6,TRUTHFUL
A1EV0LVQDW54X7,0.0,0.2,0.8,0,0.25,5,TRUTHFUL
A2CX09DJB8YYDP,0.166666666667,0.0,0.833333333333,1.0,1.0,6,TRUTHFUL
A24FGTM9ZKNEHP,0.0,0.0,1.0,0,0.2,6,TRUTHFUL
A2GMZZ6TDYOHY7,0.0,0.0,1.0,1.0,0.0,5,TRUTHFUL
A2SXQR9THPU99E,0.857142857143,0.142857142857,0.0,3.58333333333,0.0,7,TRUTHFUL
A1N35HD1AGK38S,0.0,0.0,1.0,3.0,1.0,6,TRUTHFUL
AF8BBEMW80L5N,0.142857142857,0.142857142857,0.714285714286,2.83333333333,0.75,14,TRUTHFUL
A3IN600ECWRUIV,0.25,0.125,0.625,2.5,1.66666666667,8,TRUTHFUL
A1B0EIRICOYAQU,0.0,0.428571428571,0.571428571429,0,0.75,7,TRUTHFUL
A24GI76TYTIAO4,0.0,0.166666666667,0.833333333333,1.0,0.5,6,TRUTHFUL
A1DWXFYHXJLBMX,0.0588235294118,0.0,0.941176470588,11.5,0.416666666667,17,TRUTHFUL
A8KS5ROFCJTS3,0.125,0.125,0.75,1.0,0.6,8,TRUTHFUL
A418V0RM3HZG6,0.25,0.25,0.5,1.0,1.66666666667,8,TRUTHFUL
A2VJ7KV6FL3R34,0.0,0.166666666667,0.833333333333,1.0,0.2,6,TRUTHFUL
A2H812LL8EH61K,0.111111111111,0.0,0.888888888889,2.0,0.5,9,TRUTHFUL
AHCI6ZIQY1PZQ,0.0,0.0,1.0,3.71428571429,3.57142857143,32,TRUTHFUL
AKWZ2WPAOEWNC,0.0,0.166666666667,0.833333333333,1.75,0.5,6,TRUTHFUL
A1DYN9FB4NSJR4,0.0,0.2,0.8,4.37419354839,0.25,5,TRUTHFUL
ALKY5PNI632L5,0.0,0.0,1.0,0.862068965517,0.0,5,TRUTHFUL
AXHU3RNRBPNVB,0.142857142857,0.0,0.857142857143,0.333333333333,0.4,7,TRUTHFUL
A1IEW9XVVZR0YP,0.4,0.0,0.6,3.66666666667,0.666666666667,5,TRUTHFUL
A1V4GGDRXP33TR,0.0,0.0,1.0,3.5,0.222222222222,11,TRUTHFUL
A3M57IY8J2IH09,0.0,0.166666666667,0.833333333333,1.5,0.2,6,TRUTHFUL
A1HLBLIMIH37FM,0.142857142857,0.142857142857,0.714285714286,0,0.4,7,TRUTHFUL
A2JX2L15XGELCY,0.0,0.0,1.0,0,0.0,5,TRUTHFUL
A3C1KGX6ZETS09,0.166666666667,0.0,0.833333333333,0,2.0,6,TRUTHFUL
A1VWDQ1M0B44FZ,0.0,0.166666666667,0.833333333333,3.0,0.5,6,TRUTHFUL
A3P3UGH8GZ0I1E,0.0,0.0,1.0,1.5,0.25,5,TRUTHFUL
A1N0272Z1DHS5U,0.0,0.2,0.8,0,0.0,5,TRUTHFUL
A2VIP825RRH87T,0.2,0.0,0.8,2.38888888889,0.25,5,TRUTHFUL
A1YX18AK3A214J,0.0,0.0,1.0,0,0.666666666667,5,TRUTHFUL
A1X1VUY61BIVZA,0.0,0.2,0.8,0,1.5,5,TRUTHFUL
A1PAIOTPQ4YZJH,0.0,0.333333333333,0.666666666667,4.46666666667,0.0,6,TRUTHFUL
ANWZD7ZYE50UE,0.0833333333333,0.166666666667,0.75,1.0,5.0,12,FAKE
AHOLA43G6ED3N,0.0,0.2,0.8,0,0.25,5,TRUTHFUL
A3LL8PH49PZUG7,0.0,0.142857142857,0.857142857143,1.92857142857,0.0,7,TRUTHFUL
A3QKXF80448OP0,0.0,0.0,1.0,2.66666666667,0.25,5,TRUTHFUL
A118V341FMA1EL,0.117647058824,0.235294117647,0.647058823529,2.66666666667,0.416666666667,17,TRUTHFUL
A34SYEFY3WJ5E3,0.125,0.0,0.875,2.0,0.6,8,TRUTHFUL
AX2GAJ2Y5CWO5,0.0,0.0,1.0,1.8,1.0,8,TRUTHFUL
AP1X4VT8Y05WR,0.0,0.2,0.8,2.0,0.25,5,TRUTHFUL
ALMW080VXIO1U,0.0,0.2,0.8,0,0.666666666667,5,TRUTHFUL
A3W4ITQ471QE8C,0.181818181818,0.0909090909091,0.727272727273,4.25,0.833333333333,11,TRUTHFUL
A1246UPDRQT4QA,0.0769230769231,0.307692307692,0.615384615385,5.0,0.857142857143,13,TRUTHFUL
A2C49GDA5P53NW,0.0,0.0,1.0,6.04211469534,3.8,24,TRUTHFUL
A33BIN0VIKPF3A,0.125,0.25,0.625,2.0,0.142857142857,8,TRUTHFUL
A28PRQBUX9ZW9X,0.0,0.0,1.0,0,0.2,6,TRUTHFUL
AN09U8VWEYTH0,0.0,0.0,1.0,0.333333333333,1.5,5,TRUTHFUL
A3DUX7OB9ZYIEE,0.0,0.0,1.0,3.0,1.5,10,TRUTHFUL
AG9ETGPKXG1VL,0.0,0.0,1.0,1.0,0.666666666667,5,TRUTHFUL
AG6B61Q8YV1EL,0.0,0.0,1.0,1.0,2.33333333333,10,TRUTHFUL
ABICKXJBOAMOL,0.0,0.0,1.0,1.66666666667,1.0,6,TRUTHFUL
A2S9DHTDMG0IG1,0.166666666667,0.333333333333,0.5,0.5,2.0,6,FAKE
A3D3EFG4XMO1XG,0.0,0.0,1.0,3.8,0.857142857143,13,TRUTHFUL
AXIMCUC6CVH7H,0.2,0.0,0.8,0.241379310345,0.666666666667,5,TRUTHFUL
A31JM1WNDMCKT0,0.0,0.0,1.0,2.16666666667,0.25,5,TRUTHFUL
A20ETYDYHBS65I,0.0625,0.0625,0.875,5.85714285714,1.28571428571,16,TRUTHFUL
A3GJQB0AOK2F2T,0.0,0.125,0.875,1.0,0.6,8,TRUTHFUL
A8E1HOIKM3BZZ,0.166666666667,0.166666666667,0.666666666667,3.46666666667,1.0,6,TRUTHFUL
A8ZN7Z5IE3912,0.0,0.4,0.6,0.0,1.5,5,TRUTHFUL
ADKCH4SGJZGF8,0.2,0.0,0.8,0.866666666667,1.5,5,TRUTHFUL
A1PH78PRIVTF1L,0.0,0.0,1.0,1.5,0.0,6,TRUTHFUL
A25XY6MAZCD59G,0.0,0.0,1.0,3.0,1.0,6,TRUTHFUL
ADPNBM3W8CB58,0.0,0.0,1.0,1.0,2.0,6,TRUTHFUL
A24ZGALKRTN4FF,0.0,0.0,1.0,4.0,0.166666666667,7,TRUTHFUL
ANFRF8K57SRN2,0.0,0.0,1.0,1.0,0.2,6,TRUTHFUL
AUNLLC50EHEO2,0.285714285714,0.0,0.714285714286,3.0,0.75,7,TRUTHFUL
A7ZP18XOIJADI,0.0,0.0,1.0,3.66666666667,0.111111111111,10,TRUTHFUL
AGGNEYL9NPXZ0,0.142857142857,0.0,0.857142857143,4.0,0.166666666667,7,TRUTHFUL
A1UU1V7ZZGB5WY,0.0,0.222222222222,0.777777777778,3.0,2.0,9,TRUTHFUL
A284N4V7W8FWKS,0.0,0.0769230769231,0.923076923077,2.0,0.857142857143,13,TRUTHFUL
A3T9F0WX400NPW,0.2,0.0,0.8,0.0,0.666666666667,5,TRUTHFUL
A1LGDEM7IMBQ1H,0.0,0.0,1.0,1.5,0.0,6,TRUTHFUL
ASX19WY9JSCJA,0.2,0.0,0.8,4.34615384615,0.666666666667,10,TRUTHFUL
A2E5LD2237Y5QI,0.428571428571,0.285714285714,0.285714285714,3.71212121212,0.0,7,TRUTHFUL
ASM43LEFROZ3D,0.0,0.2,0.8,1.66666666667,1.5,5,TRUTHFUL
A2IB2YKTQP2QNP,0.0,0.25,0.75,1.5,0.142857142857,8,TRUTHFUL
AZSZPLD6K2XY1,0.166666666667,0.0,0.833333333333,1.0,0.5,6,TRUTHFUL
A1HPSIFILJT73P,0.0,0.166666666667,0.833333333333,5.57142857143,0.0,6,TRUTHFUL
A1Q53GUQ8M99U2,0.125,0.125,0.75,1.5,1.0,8,TRUTHFUL
ADP6LUY4B9JED,0.142857142857,0.142857142857,0.714285714286,1.81818181818,0.0,7,TRUTHFUL
ALQ2FMQOODVGU,0.0,0.0,1.0,1.0,0.0,5,TRUTHFUL
AD6WAQWOG5S42,0.142857142857,0.428571428571,0.428571428571,2.85641025641,0.75,7,TRUTHFUL
A16YU3GRGCD95S,0.0,0.0,1.0,3.46388028896,0.111111111111,10,TRUTHFUL
A13K0GS9TA0OQ5,0.166666666667,0.5,0.333333333333,1.0,2.0,6,FAKE
A12OYN0X2GDUB,0.0,0.0,1.0,0,0.2,6,TRUTHFUL
A3T4OHEAHOJ700,0.142857142857,0.142857142857,0.714285714286,4.96923076923,0.0,7,TRUTHFUL
A16A88JBUVG3G5,0.2,0.4,0.4,1.0,4.0,5,FAKE
A1M00QYCX2FDMO,0.222222222222,0.0,0.777777777778,2.54523809524,0.125,9,TRUTHFUL
A3VOFMQQWC6TTF,0.2,0.0,0.8,0,0.666666666667,5,TRUTHFUL
A6093FUPAKDO3,0.0,0.0,1.0,1.0,0.25,5,TRUTHFUL
A316Q93V3S8IRB,0.0,0.0,1.0,5.5,0.333333333333,8,TRUTHFUL
A26B0G72NSQSRD,0.0,0.0,1.0,1.0,2.0,6,TRUTHFUL
AGJ6VC2ZSAYXR,0.333333333333,0.166666666667,0.5,2.5,0.5,6,TRUTHFUL
A12FMFPEZ0V3B3,0.166666666667,0.5,0.333333333333,2.0,0.5,6,TRUTHFUL
A35RMH97RVCFXR,0.0,0.0,1.0,0,0.25,5,TRUTHFUL
A1YMXGQQT7YWMN,0.0,0.2,0.8,3.70833333333,0.111111111111,10,TRUTHFUL
A3A0Q5WMP3FE4M,0.0,0.0,1.0,2.0,0.25,5,TRUTHFUL
ASCPRBOVPP0XN,0.0,0.0,1.0,1.0,3.0,12,FAKE
A2JNY1UWWVCQMA,0.0,0.0,1.0,0,6.0,7,FAKE
A2FQB7BI12DVR5,0.0,0.0,1.0,2.88888888889,1.0,6,TRUTHFUL
A3O0IKJI5OLDIW,0.0,0.0,1.0,2.0,0.0,6,TRUTHFUL
AKB3BQID4HEWW,0.0,0.2,0.8,1.0,0.0,5,TRUTHFUL
A32E6HCOR7VC0G,0.0,0.166666666667,0.833333333333,1.66666666667,0.5,6,TRUTHFUL
A39NRZBTLMDWU5,0.0,0.0,1.0,0,2.5,7,FAKE
A1E2HNBZU9SD2A,0.0,0.0,1.0,2.16666666667,0.333333333333,8,TRUTHFUL
A3TCPAFVP68JMG,0.0,0.4,0.6,1.0,0.666666666667,5,TRUTHFUL
A2UVQFMRPRK8GV,0.0,0.166666666667,0.833333333333,1.0,0.5,6,TRUTHFUL
